A1BG	3.9574043462186565e-05
A1CF	4.7703330794517375e-05
A2M	3.6484385802492714e-05
A2ML1	4.2133191090570774e-05
A3GALT2	2.2661373074350623e-05
A4GALT	3.218336518466879e-05
A4GNT	3.670056906928285e-05
AAAS	3.37652578741077e-05
AACS	3.4460053653338464e-05
AADAC	1.9624582517425915e-05
AADACL2	4.687716800443811e-05
AADACL3	4.736532630000708e-05
AADACL4	0.00010356945716225015
AADAT	4.7608163095739106e-05
AAED1	3.402409249732579e-05
AAGAB	4.2588085775130426e-05
AAK1	3.12310011732469e-05
AAMDC	2.372349476424083e-05
AAMP	3.5636355101032504e-05
AANAT	3.349776497644917e-05
AAR2	3.354629659204044e-05
AARD	7.361279427004879e-05
AARS	6.749802778450394e-05
AARS2	0.00012579623176277
AARSD1	3.584344473096355e-05
AASDH	4.7592953378079974e-05
AASDHPPT	7.13148443987203e-05
AASS	5.937411554142868e-05
AATF	3.1221747009573934e-05
AATK	5.984343439837548e-05
ABAT	2.909729009350488e-05
ABCA1	8.536230733879635e-05
ABCA10	5.8039094704663556e-05
ABCA12	3.916537645950013e-05
ABCA13	5.2154752262163093e-05
ABCA2	5.9933524829045075e-05
ABCA3	6.501825541231277e-05
ABCA4	5.438199462105767e-05
ABCA5	5.204728693154709e-05
ABCA6	3.749346424151195e-05
ABCA7	4.4877587533352764e-05
ABCA8	6.887001693215869e-05
ABCA9	3.2365474401022087e-05
ABCB1	3.534437752499733e-05
ABCB10	4.314914671738294e-05
ABCB11	3.2501980831008765e-05
ABCB4	7.330606148242736e-05
ABCB5	4.6280507730074995e-05
ABCB6	7.148490238514127e-05
ABCB7	4.217328444713379e-05
ABCB8	5.5413694472927685e-05
ABCB9	2.4442830038580976e-05
ABCC1	3.3317817536995003e-05
ABCC10	3.471258895958834e-05
ABCC11	2.8846568133280534e-05
ABCC12	6.000539632804508e-05
ABCC2	5.3553598741495064e-05
ABCC3	8.53586262438799e-05
ABCC4	3.5397793431112004e-05
ABCC5	3.6991447915102475e-05
ABCC6	2.1998724008549306e-05
ABCC8	5.610527143603164e-05
ABCC9	2.7693856818732217e-05
ABCD1	2.3664960555537484e-05
ABCD2	4.454017343210614e-05
ABCD3	8.028094727275152e-05
ABCD4	2.4693011317391735e-05
ABCE1	8.129275502791761e-05
ABCF1	3.515316014939742e-05
ABCF2	2.1162213302512868e-05
ABCF3	2.885520617439218e-05
ABCG1	0.0001378360498461757
ABCG2	5.6991892846399025e-05
ABCG4	4.4271559290322494e-05
ABCG5	3.4191755736627167e-05
ABCG8	2.9277028783156652e-05
ABHD1	2.941945791616829e-05
ABHD10	5.1680138339961495e-05
ABHD11	3.362558606586057e-05
ABHD12	3.5023762975270155e-05
ABHD12B	2.9891588197206987e-05
ABHD13	8.111478940628453e-05
ABHD14A	2.8553512223750404e-05
ABHD14B	3.575400095113431e-05
ABHD15	5.126671084499124e-05
ABHD16A	3.399443802528019e-05
ABHD16B	9.357809907067601e-05
ABHD17A	2.0192138164093667e-05
ABHD17B	2.1318022664641114e-05
ABHD17C	3.529650260203349e-05
ABHD18	2.7186362024201067e-05
ABHD2	2.6612043497421853e-05
ABHD3	4.5902731937337625e-05
ABHD4	2.8812867668897808e-05
ABHD5	3.832335559313559e-05
ABHD6	3.849743897899838e-05
ABHD8	3.256056967190519e-05
ABI1	4.139925546829087e-05
ABI2	7.449015419077579e-05
ABI3	4.148398549548742e-05
ABI3BP	5.407420176216971e-05
ABL1	3.5400810286740015e-05
ABL2	6.699744772181895e-05
ABLIM1	2.7648796431381728e-05
ABLIM2	2.7241206037023074e-05
ABLIM3	2.9818261977999507e-05
ABR	4.023242603927089e-05
ABRA	4.841001388112179e-05
ABRACL	5.480619522951946e-05
ABRAXAS1	4.772890887193528e-05
ABRAXAS2	1.872928626203286e-05
ABT1	2.8179749254860482e-05
ABTB1	5.8726142557966035e-05
ABTB2	2.9963537530182187e-05
ACAA1	3.347655189085427e-05
ACAA2	6.803320058027809e-05
ACACA	4.376194514057073e-05
ACACB	7.565789886705265e-05
ACAD10	5.8359811615535434e-05
ACAD11	5.809428220392368e-05
ACAD8	4.74278706142289e-05
ACAD9	4.454826062691824e-05
ACADL	2.4449720097442303e-05
ACADM	4.223834729416801e-05
ACADS	3.5143136987945454e-05
ACADSB	4.245609332315017e-05
