Type,drug,target
BLCA,ERDAFITINIB|ENFORTUMAB VEDOTIN-EJFV|MITOMYCIN|VALSTAR|ATEZOLIZUMAB|KEYTRUDA|METHOTREXATE SODIUM|BALVERSA|OPDIVO|BAVENCIO|VALRUBICIN|IMFINZI|PEMBROLIZUMAB|TECENTRIQ|PADCEV|METHOTREXATE|DOXORUBICIN HYDROCHLORIDE|DURVALUMAB|CISPLATIN|THIOTEPA|NIVOLUMAB|JELMYTO|AVELUMAB,FKBP15|SALL3|NQO1|DUSP28|CD226|ATP9B|S100A12|GPR35|C18orf63|HDAC4|TAT|NHLRC1|SMIM21|CCDC102B|NTRK1|CNDP1|ANKMY1|NDUFA10|ZNF236|FAM132B|KRAS|CDH7|BRCA1|AC016757.3|XPC|ALOX5|RAMP1|CLCN6|PASK|FAM69C|BGLAP|SOCS6|CBLN2|FGFR4|FBXO15|FGFR2|FGFR3|CNDP2|FGFR1|ATIC|RBM44|CD3EAP|RP11-723G8.2|ZADH2|NR1I2|GALR1|NETO1|SULT2A1|TMEM43|SLC19A1|CDKN1B|ALDH3A1|SLC31A1|AC110619.2|XRCC3|RP11-162A12.2|UBE2F-SCLY|RP11-861L17.3|ASXL1|XDH|STK25|RP11-321M21.3|TRAF3IP1|TOP2B|PRR21|TOP2A|DSEL|FARP2|KLHL30|TSHZ1|PPP1R7|ESPNL|ASB1|AFP|IL1RN|TP53|ESR1|PALB2|UBE2F|TIMM21|BAIAP3|CCND1|VWF|OTOS|HES6|KRT18|AGXT|SNED1|TMX3|CYP2B6|AC062017.1|RNPEPL1|MAPK10|RP11-41O4.1|ITIH1|IL1A|ITIH3|GLS|FLT3|KCNA1|RTTN|TPM3|CDH19|FANCC|S100A8|LRRFIP1|ICAM3|AC093802.1|BIRC5|KDR|AC104809.3|ACVR2A|ANO7|ARVCF|MTHFR|CGB5|MECP2|TPMT|COMT|AGAP1|AC064874.1|GTSCR1|ADA|LINC00908|LGALS2|LRP2|GALNT14|SCLY|KIF1A|GSTM1|GSTM4|CAPN10|IL2|C2orf54|ZNF407|SLAMF1|RP11-17M16.1|DHFR|ERCC2|EGFR|BAX|FCGR3B|SLCO1B1|ZNF516|ALDH1A1|OR6B2|OR6B3|DPYD|AC079612.1|TWIST2|RB1|ABCB1|DOK6|AQP12B|AQP12A|ABCB4|SEPT2|MBP|KRT20|FOLH1|NR3C1|HDLBP|HSPB2|RP11-94B19.4|RP11-169F17.1|GPC1|ILKAP|WRAP53|HGF|CYB5A|MTERFD2|CYP7B1|E2F1|PER2|NOTCH1|TYMS|GSTP1|MYEOV2|ABCC4|PPP1R13L
BRCA,"EXEMESTANE|FEMARA|ERIBULIN|ADO-TRASTUZUMAB EMTANSINE|EPIRUBICIN|LYNPARZA|IBRANCE|TRASTUZUMAB AND HYALURONIDASE-OYSK|ATEZOLIZUMAB|TAXOTERE|METHOTREXATE SODIUM|PERJETA|PHESGO|ZOLADEX|TALZENNA|KISQALI|KADCYLA|METHOTREXATE|ELLENCE|TAMOXIFEN CITRATE|TUKYSA|ABRAXANE|VINBLASTINE|NERATINIB MALEATE|FARESTON|PIQRAY|VERZENIO|AFINITOR|HERCEPTIN|TOREMIFENE|ANASTROZOLE|PACLITAXEL|TAMOXIFEN|AFINITOR DISPERZ|AREDIA|GOSERELIN ACETATE|TREXALL|PERTUZUMAB|MEGESTROL ACETATE|ENHERTU|SACITUZUMAB GOVITECAN-HZIY|5-FU|OLAPARIB|PALBOCICLIB|THIOTEPA|LAPATINIB DITOSYLATE|AROMASIN|PACLITAXEL ALBUMIN-STABILIZED NANOPARTICLE FORMULATION|TALAZOPARIB TOSYLATE|RUCAPARIB (CAMSYLATE)|IXEMPRA|HERCEPTIN HYLECTA|FAM-TRASTUZUMAB DERUXTECAN-NXKI|ALPELISIB|ARIMIDEX|MITOXANTRONE|EPIRUBICIN HYDROCHLORIDE|FULVESTRANT|GEMZAR|XELODA|GEMCITABINE HYDROCHLORIDE|RUCAPARIB|TECENTRIQ|TUCATINIB|IXABEPILONE|PAMIDRONATE DISODIUM|RIBOCICLIB|NERLYNX|VINBLASTINE SULFATE|EVEROLIMUS|FASLODEX|TOREMIFENE CITRATE|ABEMACICLIB|TRODELVY|HALAVEN|DOCETAXEL|CAPECITABINE|ERIBULIN MESYLATE|LAPATINIB|CYCLOPHOSPHAMIDE|MITOXANTRONE HYDROCHLORIDE|MELPHALAN|DOXORUBICIN HYDROCHLORIDE|LETROZOLE|PERTUZUMAB, TRASTUZUMAB, AND HYALURONIDASE-ZZXF|NERATINIB|RIBOCICLIB SUCCINATE|TRASTUZUMAB|FLUOROURACIL INJECTION|TYKERB",HSPA5|STK11|DUSP28|CD226|ATRX|SLC50A1|TAT|PIK3CA|PIK3CB|PIK3CD|CAMK4|PIK3CG|IRAK2|WEE1|SCLY|CBLC|CBLB|IFNG|MUC2|GALNT14|CAMKV|PIK3C2B|PIK3C2A|PIK3C2G|MUC16|CYP3A4|CYP3A5|CNDP1|CNDP2|ALK|POU2AF1|CCND1|TUBB4B|CCND3|CCND2|PTEN|COLEC10|IL11|KLC1|KLC3|DSTYK|CDKN1B|CDKN1A|ALDH3A1|BAZ2B|SERPINE1|RP11-162A12.2|CDC25C|RP11-321M21.3|JAK2|NF2|NF1|ZNF516|ALPK1|ALPK2|DST|KCNQ5|GPS2|PPARD|CHST3|RTTN|LRMDA|PSIP1|CSNK1A1|TOP1|SLC22A7|ITGAL|DCST2|HES6|TLE3|RET|TRIM46|XIAP|TAF15|FH|GLS|TSC2|TSC1|NCOA3|NCOA1|PRAME|AFP|CKS1B|SPARC|S100A8|TFPI|IL17F|NAT2|MECP2|LTK|SRPK2|CYP2C9|IL2RA|F2|F5|MAP2K1|KRTCAP2|PBRM1|ERBB2|MAP2K5|FLCN|DHFR|PSMD4|FLAD1|EGFR|BAX|CTNNB1|OR6B2|OR6B3|MYOD1|DPYD|CDK12|TWIST2|CXCR2|CXCR7|PGP|FOLH1|NOS1|ITGB2|AC110619.2|RP11-169F17.1|FPGS|HGF|TRIP11|MTERFD2|EIF4E2|E2F1|BGLAP|PRCC|HEXB|CYB5A|DKK1|TUBB3|PPP1R13L|TGM2|NQO2|NQO1|ASB1|TUBA3E|TUBA3D|ADAMTS2|SIX4|FGFR3|NDUFA10|ZNF236|CDH1|PGR|FGFR1|C2orf54|CDKN2B|AC093802.1|HLA-DRB1|RAMP1|FAM69C|KLK3|CD3EAP|NETO1|PKHD1|ACTB|FOXP3|NOS3|SLC29A1|CNTN5|HSPB2|ATP7A|MYCN|RP11-861L17.3|CYP2D6|CCNE1|COL18A1|STK25|ITK|TRAF3IP1|PRR21|IGF2|FARP2|TPT1|IGFBP3|TUBB2A|TUBB2B|TUBB|DTYMK|PCDH15|SMAD4|GAS6|EPHX1|PDGFRA|HDAC2|HDAC4|TPM3|ATM|CYP4B1|TIGD1|ATR|RP11-41O4.1|FLT3|CYP1B1|POLD1|ALCAM|PSEN1|TMEM200A|RP11-201K10.3|FANCC|AC104809.3|FANCA|GRIA3|FBXW7|NTF3|NLGN1|TET2|MED24|AGAP1|MTOR|C1ORF167|GTSCR1|LINC00908|NPAT|KIF1A|SLC22A16|BNC2|IRS1|CDK2|PPAT|CDK4|CDK6|SLAMF1|GNAS|TGFB1|POLA1|BTRC|ERCC1|MSH2|PRDX4|EZH2|MCL1|EDNRB|MAP2|RB1|SNORD68|ETS2|ABCB1|AURKA|SULT2A1|RP11-723G8.2|PRKCA|FCGR2A|CES1|CES2|TUBA4A|IL6R|CTNNA2|TOPBP1|DLL1|NOTCH1|PARP3|ABCC1|TYMS|GSTP1|CYP2C19|ABCC3|MMP2|ARFGEF1|LIF|FBXO15|GPER1|DDIT3|GPR35|PPP1R7|MAP3K2|DNMT1|RNPEPL1|BRDT|CUL3|BRCA1|ERBB3|CIP2A|BRCA2|CETP|SHC1|ERBB4|IDH2|IDH1|CLCN6|PASK|PER2|PER1|RPL13|BRD4|CTSS|FGFR2|ROR2|SHMT1|LRRFIP1|ATIC|RBM44|PLD1|SYK|CXCL8|GALR1|FKBP1A|DSEL|TSHB|HRAS|RRAS2|GAPDH|XRCC1|XRCC3|XRCC4|SEPT2|UBE2F-SCLY|PPM1D|GLDN|MS4A2|FOS|JUN|PPARGC1A|RRM2B|NFE2|CHEK2|CHEK1|CTLA4|TSHZ1|PARD3B|TUBB8|SULT1C4|TUBB6|WWOX|PARP1|PARP2|ESPNL|SFPQ|HERC2|TUBB1|SMTNL2|TP53|GNAQ|ESR1|PALB2|CYP19A1|CYP2E1|UBE2F|CAMKK1|EIF4EBP1|OTOS|AC062017.1|SNED1|KCNA1|SLC10A2|JMJD6|SIK2|CD80|CBLN2|CD86|ICAM3|CASR|RRM2|DPM3|ERCC2|KDR|SRC|MSH3|ACACA|ACACB|EFNA4|EFNA3|EFNA1|PIP|AC064874.1|SALL3|ESR2|CYP1A2|CDA|RPSA|GSTM1|TNFRSF1A|AGXT|IL15|CAPN10|IL5|IL2|CDH7|ZNF407|C18orf63|ADAM15|CDH19|BIRC5|FCGR3A|BIRC2|FCGR3B|SLCO1B1|SLCO1B3|CDKN2A|CBL|MAP4|UGT1A5|HLA-DQA1|ALDH1A1|FAS|MLLT6|AMHR2|NRG1|MBP|ALOX5|SMARCB1|ZBTB7B|MTR|ILKAP|CYP2A6|WRAP53|UPP2|UPP1|CASP3|DRD4|DRD2|EBP|DCST1|MAPT|ABCC4|ABCC5|ABCC6|AC079612.1|BCL2|PTGS2|FAM132B|AKT1|AKT2|AKT3|ATP9B|BDNF|S100A12|PBXIP1|ENOSF1|CCDC102B|NTRK1|ANKMY1|SFTPA1|EDN1|MYC|MYB|AC016757.3|SOD2|KRT20|MGMT|SMIM21|KRAS|FDPS|SOCS6|POLE|ZADH2|NR1I2|ZZEF1|YSK4|SLC19A1|VDR|STMN1|NR3C1|DCP1B|CLTC|ARID4B|CHD1|CHD3|ASXL1|TUBA1B|TUBA1A|PIK3R6|PIK3R5|PIK3R4|PIK3R3|PIK3R2|PIK3R1|TOP2B|TOP2A|KLHL30|STAG2|APC|ITPR2|FGF2|IL1RN|ABCG2|MPL|HOXD13|PRKCZ|EPHA4|EPHA3|GNRHR|ABL1|ABL2|SOX9|CACNB2|CYP2B6|MAPK3|FASN|PDCD4|PYGO2|MTHFR|HDLBP|UNC13C|ADA|PRB2|ADK|RASGRF2|MET|PRKACG|GNRH1|TIMM21|RP11-17M16.1|SPG7|KALRN|BCL11A|TFF3|VHL|LATS1|LENEP|ANO7|RIPK4|RRM1|DSCAM|NOTCH3|OPLAH|UBASH3B|CMPK1|NRAS|TYMP|PIK3C3|DOK6|AQP12B|AQP12A|MYEOV2|LDHA|DAPK1|TRAF2|LHCGR|RP11-94B19.4|PLAT|GPC1|GGT1|TMX3|BAP1|ABCC10|PMVK|TUBA1C|PTPRC|BRAF|GNA11|SDHC
CESC,PEMBROLIZUMAB|MVASI|AVASTIN|KEYTRUDA|BEVACIZUMAB|TOPOTECAN|TOPOTECAN HYDROCHLORIDE|BLEOMYCIN SULFATE|HYCAMTIN,PDE7B|ADNP|KCNG1|HRAS|TMEM189|PCSK6|SMAD2|PARD6B|RCVRN|CRTC3|UBE2V1|FAM65C|BCAS4|SOX6|BDNF|ATRX|MYH3|CHD3|TYMS|MOCS3|PTEN|ASXL1|NFE2L2|SLC9A8|L3MBTL3|RB1|NR2F2|FANCG|PSORS1C1|RNF114|C11orf58|LIG1|IFNG|MAPK8|FANCI|BRCA1|CTLA4|TOP1MT|CCHCR1|CEBPB|WRN|IDH2|PSORS1C2|GPS2|BLM|STK4|IRF7|PTPN1|SNAI1|AFP|ADK|ALK|GJA1|TMEM189-UBE2V1|TP53|PAX5|CCL17|SMARCA4|OR52K2|TOP1|F2R|CAMKK1|ZZEF1|DPM1|MUC16|PIK3CA|SPATA2|TCF19
COADREAD,YERVOY|AVASTIN|LONSURF|ZIV-AFLIBERCEPT|TIPIRACIL HYDROCHLORIDE|TRIFLURIDINE AND TIPIRACIL HYDROCHLORIDE|KEYTRUDA|IRINOTECAN HYDROCHLORIDE|IPILIMUMAB|VECTIBIX|IRINOTECAN|ERBITUX|OPDIVO|CAPECITABINE|PANITUMUMAB|5-FU|BEVACIZUMAB|XELODA|CAMPTOSAR|PEMBROLIZUMAB|MITOMYCIN C|TIPIRACIL|LEUCOVORIN CALCIUM|OXALIPLATIN|CYRAMZA|MVASI|CETUXIMAB|RAMUCIRUMAB|ELOXATIN|ZALTRAP|NIVOLUMAB|STIVARGA|REGORAFENIB|FLUOROURACIL INJECTION,PTGS2|HSPA5|AKT1|ARAF|ATRX|BDNF|ENOSF1|TAT|GPS2|PIK3CA|NTRK1|CDH1|KRAS|CUL3|BRCA1|CBLB|BRCA2|MUC2|BGLAP|MGMT|CXCL10|CYP3A4|FGFR2|SHMT1|FGFR1|KIT|PTEN|ZZEF1|COLEC10|IL11|APC|KLC3|SLC19A1|TSHB|CDKN1A|BCHE|SLC29A1|XRCC1|XRCC3|ATP7A|ATP7B|CHD3|RUNX3|ASXL1|XDH|ISG15|TPT1|CDC25C|KCNQ5|IGFBP3|KLC1|SMTNL2|ABCG2|TP53|GNAS|DDR2|PALB2|TOP1|CAMKK1|SLC22A7|DTYMK|VWF|KRT18|PDGFRB|PDGFRA|SMAD4|ATM|EPHA2|RET|MAPK10|MAPK11|ABL1|IL1A|FLT4|RAF1|FLT1|TEK|ALCAM|FANCC|BIRC5|KDR|FBXW7|NLGN1|MTHFR|CGB5|MECP2|TOP1MT|UPP1|IL6R|AGAP1|AC064874.1|C1ORF167|LGALS2|IL2RA|GALNT14|MYB|GSTM1|MET|PPAT|PARD3B|RAD50|ERBB2|DHFR|ERCC1|ERCC2|EGFR|BAX|VHL|SOX9|CYP2E1|UGT1A1|TYMSOS|DPYD|FAS|NRAS|GSTP1|FRK|ABCB1|AURKA|ABCB4|ITGAL|NOS3|CES1|CES2|FPGS|WRAP53|UPP2|CYP7B1|E2F1|DKK1|TYMS|TYMP|PTPRC|BRAF|ABCC4|ABCC5|ABCC3|ABCC1|BCL2
DLBC,BENDAMUSTINE HYDROCHLORIDE|TRUXIMA|TAZEMETOSTAT HYDROBROMIDE|DUVELISIB|PENTOSTATIN|PRALATREXATE|MOZOBIL|METHOTREXATE SODIUM|IDELALISIB|ZEVALIN|923288-90-8|ISTODAX|COPANLISIB HYDROCHLORIDE|REVLIMID|BENDEKA|L-ASPARAGINASE|OBINUTUZUMAB|IDARUBICIN HYDROCHLORIDE|IBRITUMOMAB TIUXETAN|INOTUZUMAB OZOGAMICIN|CYTARABINE|PONATINIB HYDROCHLORIDE|ALEMTUZUMAB|CARFILZOMIB|METHOTREXATE|BLEOMYCIN SULFATE|RECOMBINANT INTERFERON ALFA-2B|OFATUMUMAB|SELINEXOR|COPIKTRA|LENALIDOMIDE|VINBLASTINE|BLINATUMOMAB|KYMRIAH|6-MERCAPTOPURINE|IXAZOMIB|TISAGENLECLEUCEL|ONTAK|IMBRUVICA|POLIVY|BRUKINSA|BRIGATINIB|RITUXIMAB AND HYALURONIDASE HUMAN|VENETOCLAX|PANOBINOSTAT LACTATE|BICNU|AZD-9291 MESYLATE|ACALABRUTINIB|VELCADE|ZOLINZA|ADCETRIS|ASPARAGINASE|FLUDARABINE PHOSPHATE|BELEODAQ|NILOTINIB|THALIDOMIDE|TREXALL|BRENTUXIMAB|PONATINIB|MIDOSTAURIN|BOSUTINIB|POLATUZUMAB VEDOTIN-PIIQ|INTRON A|MITOXANTRONE HYDROCHLORIDE|DASATINIB|BEXAROTENE|MECHLORETHAMINE HYDROCHLORIDE|RITUXAN|RITUXAN HYCELA|IDARUBICIN|FLUDARABINE|ZYDELIG|MOGAMULIZUMAB-KPKC|BORTEZOMIB|DAUNORUBICIN|PLERIXAFOR|LEUKERAN|VINCRISTINE SULFATE|POMALIDOMIDE|CALQUENCE|MITOXANTRONE|CARMUSTINE|BELINOSTAT|GAZYVA|TREANDA|AXICABTAGENE CILOLEUCEL|FOLOTYN|DARATUMUMAB|5-AZACYTIDINE|BUSULFAN|ARSENIC TRIOXIDE|HOMOHARRINGTONINE|ALIQOPA|ROMIDEPSIN|DENILEUKIN DIFTITOX|MUSTARGEN|ARRANON|CLADRIBINE|ELOTUZUMAB|CHLORAMBUCIL|PREDNISONE|XPOVIO|PANOBINOSTAT|VINCRISTINE|VENCLEXTA|ABT-199|VINBLASTINE SULFATE|IXAZOMIB CITRATE|CLOFARABINE|VORINOSTAT|AZD-9291|TAZVERIK|RITUXIMAB|ZANUBRUTINIB|COPANLISIB|DEXAMETHASONE|POTELIGEO|BRENTUXIMAB VEDOTIN|DACARBAZINE|CYCLOPHOSPHAMIDE|IBRITUMOMAB|PEMBROLIZUMAB|IMATINIB|HYDROXYUREA|MELPHALAN|6-THIOGUANINE|IMATINIB MESYLATE|DOXORUBICIN HYDROCHLORIDE|RETINOIC ACID|NELARABINE|23541-50-6|YESCARTA|KEYTRUDA|ARSENIC|IBRUTINIB,C3orf83|CRKL|HSPA4|STK10|STK11|PCSK6|MOCS3|PSME2P2|MYLK3|HIPK4|PDCD11|TAT|SMG1|CDC73|CAMK1|PIK3CA|PIK3CB|NRIP1|PIK3CD|PIK3CG|RNF114|CRBN|VDAC1|SCLY|IGF1R|HSPA8|PIK3R1|TPM3|IFNG|CAMK2G|CAMK2B|PIK3C2B|PIK3C2A|STK4|CSF3R|CPAMD8|CYP3A4|PIK3C3|GATA2|BMX|CNDP2|GATA1|HIPK3|AKAP6|ORM1|POU2AF1|CCND1|WHSC1|OR52K2|FUS|PTEN|GSTM1|CD226|TCF19|GPR112|TNFSF11|CDKN1B|CDKN1A|ALDH3A1|MLL3|MLL2|MYO18B|CAPN10|SERPINE1|RP11-162A12.2|XPO1|APOE|APOB|GCG|GPR35|MST1|TTK|IL5|JAK2|NF2|NF1|STAG3|KSR2|ZNF516|SMAD2|NR1H3|ALPK1|FAM123B|ALPK2|GUCY2F|HOXB1|PPP1R7|PAXIP1|BLM|PPARG|PPARD|VEGFA|BLK|VEGFB|HCK|CHST3|RTTN|ING1|TNK2|GSTO1|RPS6KA6|PSMD14|PSMD11|PSMD10|CBL|PSMD12|BHLHE40|ITGAL|HLF|VWF|EIF4A1|NR0B1|KRT19|MYH11|SOAT1|CD40LG|RALBP1|SMAD4|SRGAP3|SMAD3|SMO|SHH|XIAP|DYRK2|AKAP12|POLB|FH|CYFIP1|GLS|GPRC5A|MCM3AP|NCOA3|HNRNPH1|NCOA4|PRAME|ASPH|NR2F2|PSMD5|S100A8|RBM15|PSMD10P2|UBE2F-SCLY|DDB1|GGH|RIF1|NAT2|RXRG|RXRA|RXRB|PSMD3|WDR63|UBE2V1|PTPRZ1|WEE1|SRPK3|SRPK2|CYP2C9|RCVRN|ALK|F9|SMARCA4|INSR|TP73|APOA1|SI|SPP1|PRKD1|PRKD3|ERBB2|PSMD10P3|PSMD9|PSMD8|DHFR|PSMD4|PSMD7|PSMD6|EGFR|BAX|PSMD2|CTNNB1|PLCG2|MLKL|MAGEA1|OR6B2|OR6B3|EPS15|CDK19|MYOD1|DPYD|TWIST2|CDK17|IMPDH2|IL2RA|WRN|ALDH1A2|CXCR4|FIP1L1|PSMC2|PSMC3|PSMC4|PSMC5|PSMC6|STAT5B|NOS1|NOS2|NOS3|AC110619.2|ITGB6|RP11-169F17.1|FBN2|CD40|FBN1|TIMP4|HGF|TTBK1|TRPM8|SEM1|E2F1|PNP|CALR|CCNA1|CYB5A|MAP3K12|MAP3K13|PIK3C2G|PPP1R13L|EWSR1|ILKAP|LIF|NQO2|PDGFRA|IMPDH1|IKBKB|TNRC6B|IKBKE|PIPSL|ROS1|FBLN5|HDAC4|RARA|RARB|PSMB11|RARG|CXCR2|SIX4|NFE2L2|PSMB10|SAG|RORB|FGR|ROR2|NDUFA10|RPE65|CDH1|PSMD1|CDH5|MYEOV2|CDH7|WT1|CDKN2A|EXT2|TPO|TSC22D3|MAP3K1|RAMP1|JAZF1|FAM69C|KLK3|KLK7|RBM44|SNAI1|CSMD3|ARID1A|SLC2A4|CSF2|CSF3|CD3EAP|DBF4|NETO1|APC|ACTB|FOLH1|TMEM40|NGF|CYB5R4|BCL11B|CHAT|KCNG1|COPS5|PI4KA|ITGB2|CNTN6|TRIB1|SLC29A1|CNTN5|HSPB2|ATP7A|MYCN|MLL|RP11-861L17.3|NEK1|ZNF608|MKL1|CEACAM1|COL18A1|STK25|SRMS|PRKG1|CDC42BPA|MT1F|PRR21|TXNRD1|INCENP|FARP2|TCF3|XPC|PRRX1|IGFBP1|PSMC3IP|RBX1|EIF4E|AFP|EIF4B|GJA1|MGA|IRF7|TRAF3IP1|TBP|DNAH8|ROCK2|TOP1|DDRGK1|TP53BP1|BTK|HDAC1|PDGFRB|HDAC3|HDAC2|HDAC5|PI4KB|HDAC7|HDAC6|HDAC9|HDAC8|ATM|RFC1|CYP4B1|WLS|TTBK2|ATR|RP11-41O4.1|ACOXL|FABP1|WDHD1|FLT3|MYH3|POLD1|CSF1R|MTERFD2|FANCG|FANCC|AC104809.3|LRRFIP1|TBX18|MAPK6|FANCL|NOVA1|FANCI|FBXW7|TGFBR3|ACVR2A|NTF3|FRK|TET2|IL6R|DLL1|NUDT10|GTSCR1|LINC00908|EP300|NFKB2|TAOK3|NR2C1|TRIT1|FAM65C|ITK|ARNT|SLC22A16|ALOX5|SLC22A12|IRS2|CDK2|PPAT|CDK4|VGLL4|CDK8|HAS3|SLAMF1|OBSCN|TGFB1|POLA1|TGFBR2|MKRN2|ERCC1|ERCC3|MSH6|AC079612.1|CYP17A1|CD247|MCL1|SOX6|CEBPB|P2RY2|FSCB|AXIN1|TPPP|ADCK4|RGL2|FYN|ADCK3|RB1|CHKA|TSEN2|TET1|ABCB1|ZAP70|AURKB|SULT2A1|PRKCI|PRKCH|TPMT|CCHCR1|PRKCA|PSME4|PRKCB|PRKCE|PRKCD|PRKCG|FCGR2A|PRKCZ|CASC5|SLK|PRKCQ|CTNNA2|TAMM41|BAI1|MAML1|NOTCH1|NOTCH2|ACKR3|CUL4A|TYMS|GSTP1|CYP2C19|ADH1A|CALCA|PTCH1|GDA|PMAIP1|RP11-723G8.2|TBX21|SLC9A8|PRPF4B|AGER|FBXO15|CHN1|BCL2L2|ALPL|MDK|RANBP17|GPS2|DCK|PPP1R3A|MAP3K2|DNMT1|MAP3K6|PZP|HOXD1|RP11-321M21.3|TNFRSF8|JAK3|BRCA1|ERBB3|BRCA2|ERBB4|IDH2|IDH1|WNK1|CLCN6|PASK|NR2C2|PER2|PER1|TJP1|RPL13|FGFR4|NQO1|FGFR2|FGFR3|FGFR1|ATIC|P4HB|AKT1|CXCL8|NEDD9|KIT|SPEN|F2R|GALR1|RUNX1|HDAC11|HDAC10|LZTR1|DSEL|CLSPN|HRAS|CRTC3|XRCC5|PSMC1P1|SEPT2|IL1R2|PPM1E|S100A12|TSPYL2|MET|EGR2|JUN|PPARGC1A|TIAM1|RRM2B|KIF1A|TRPM6|TRPM7|FAM132B|NPPC|THRSP|EPHB2|CTLA4|EPHB1|EPHB6|TIMM21|SULT1C4|TSHZ1|ESPNL|PAX5|ASB1|C11orf58|PTPN1|ICAM3|GPHN|RELA|TP53|CCDC102B|TNFRSF1A|DDR2|PSMD4P1|DDR1|NYNRIN|HOXC13|CYP2E1|UBE2F|PSMD13|CAMKK1|POLE4|POLE3|POLE2|SULT2B1|PRL|AGTR1|OTOS|LCK|RP11-17M16.1|VEGFC|SGK223|ACTC1|AC062017.1|LHFP|CCR4|SNED1|IL1B|RAF1|BCR|KCNA1|SLC10A2|DUSP28|SIK1|SIK3|SIK2|HPRT1|CD55|CBLN2|BMP2K|CD86|PSMA2|PSMA3|PSMA1|PSMA6|PSMA7|PSMA4|PSMA5|PSMA8|AC093802.1|KDR|ARHGAP26|SRC|MSH3|RNPEPL1|FOXO1|PRKAA1|SALL3|GALC|OCLN|CP|MYC|CYP1A1|CYP1A2|SGK3|CDA|RPSA|IL10|IL11|EIF2AK3|AGXT|RARRES1|IL6|EZH2|IL2|C2orf54|ZNF407|CDH11|MAP4K2|MAP4K5|CAMK1D|CDH17|CDH19|BIRC5|DIP2C|FCGR3A|ECM1|FCGR3B|SLCO1B1|MAP2K2|MAP2K1|AC016757.3|RUNX1T1|ITGAV|ZMYND10|MAP2K4|TEAD1|ALDH1A1|YES1|TEAD4|TYMSOS|CBS|MLLT4|FAS|PARD6B|OPLAH|NIPBL|NRG1|TERT|MBP|NT5C2|ANXA1|KMT2A|SMARCB1|MTR|HSPB8|PSMD10P1|MCM3|WRAP53|HES1|TXK|TAGLN|CASP6|SDS|PHF3|CNDP1|HES6|ABCC4|ABCC6|ABCC1|BCL2|BCL2L1|PTGS2|GSR|MLH3|PSMF1|MC2R|SGK196|EPO|ATP9B|S100A10|BDNF|THPO|C18orf63|DNTT|ZNF236|NTRK1|NTRK3|ANKMY1|NAV3|PDE7B|PHC1|LIG1|SFTPA1|LYN|ADH1C|DDIT3|SOD2|PSORS1C1|KRT20|PSORS1C2|HTR7|SOCS6|RET|MGMT|PSMC1|ANKK1|UBR1|SMIM21|UBR5|KRAS|ERC1|BMP4|BRSK1|HYAL2|ROBO2|POLE|ZADH2|NR1I2|L3MBTL3|ZZEF1|HUNK|TLR4|VPS13B|APP|SLC19A1|TNFRSF9|ZNF217|VDR|PDGFA|HLA-B|TRIM37|NR3C1|DCLK2|DNMT3A|SLC2A1|CLTC|ARID4B|DPEP1|IL1R1|NPRL2|AMH|CHD3|PREX2|LRRK2|PTH|ASXL1|CHD8|THBS1|PIK3R6|PIK3R5|TMEM189-UBE2V1|PIK3R3|PIK3R2|NR5A1|SULF1|RPGRIP1|TMEM189|MYD88|TOP2B|TOP2A|NR4A1|KLHL30|PVT1|PSME2|C15orf2|TFE3|RHOH|STK24|PKHD1|PSME1|IL1RN|ABCG2|TLK1|ETV6|VAV1|MPO|G6PD|HOXD13|TNFAIP3|KDM5A|SNORD68|NRD1|GGT1|PIK3R4|BCAS4|AIFM1|CSNK2A1|ARHGAP29|EPHA7|EPHA6|EPHA5|EPHA4|EPHA3|EPHA2|EPHA1|FFAR2|MAPK10|DIABLO|SACS|ABL1|ABL2|IKZF1|NCAM1|ADNP|SORL1|MARK4|TEK|BTG1|TEC|CYP2B6|MAPK3|MAPK1|FASN|NBN|MAPK4|PML|NFKB1|MAPK8|DUSP6|DUSP1|PDCD1|ELL|MTHFR|HDLBP|HECW1|VCAM1|BCOR|ADA|ACHE|ADK|TAB1|TRPS1|DICER1|SOS2|RASGRF2|CCL17|PDE4DIP|PRKACG|DPM1|PSMB9|PSMB8|PSMB7|PSMB6|PSMB5|PSMB4|PSMB3|PSMB2|PSMB1|SLC29A2|PTH1R|SPG7|KALRN|RPS19|JUNB|ROCK1|LATS1|ANO7|RRM2|RRM1|ADAM17|UGT1A5|UGT1A1|P2RX7|SCRIB|BCL2L11|CAND2|NRAS|ITPA|ADRBK1|LRP1B|GLI1|DOK6|AQP12B|AQP12A|DGKB|TG|ADRM1|LDHA|DAPK1|HSD11B1|ULK2|NR3C2|TRAF2|TDO2|SHBG|ULK4|RP11-94B19.4|PLAU|PLAT|GPC1|TNF|TMX3|DACH1|BIRC3|NPM1|RASA1|NLK|PSME3|COL14A1|UBE3B|PTPRC|BRAF|GNA11|CARTPT|SPATA2|BAP1|FOLR1
