Drug,BLCA,BRCA,CESC,COADREAD,DLBC,ESCA,GBM,HNSC,KIRC,LAML,LGG,LIHC,LUAD,LUSC,PAAD,PRAD,SKCM,STAD,UCEC,UCS
MARIMASTAT,0.8446568820775415,0.8767875396413598,0.8791368857902675,0.874593053776576,0.9030642898639174,0.8883290173417249,0.8721518453708049,0.8768871393089922,0.8681791586719287,0.85543494586864,0.8829488467678296,0.903460791197228,0.870908138155316,0.8559557418681538,0.8785818072990048,0.8835855664324834,0.8806205381788367,0.8726521579196764,0.8292310695158156,0.866790498319384
ESTAZOLAM,0.8446568820775415,0.8767875396413598,0.8791368857902675,0.874593053776576,0.9030642898639174,0.8883290173417249,2.175278712476656e-27,0.8768871393089922,0.8681791586719287,0.85543494586864,0.8829488467678296,0.903460791197228,0.870908138155316,0.8559557418681538,0.8955029423050475,0.8835855664324834,0.8806205381788367,0.8718226199237588,0.8292310695158156,0.866790498319384
ENFLURANE,0.8446568820775415,0.8767875396413598,0.8791368857902675,0.874593053776576,0.9030642898639174,0.8932211591111032,1.8392180881893055e-07,0.8768871393089922,0.8681791586719287,0.85543494586864,0.8829488467678296,0.903460791197228,0.870908138155316,0.8559557418681538,0.9201611196473445,0.8835855664324834,0.8806205381788367,0.8718226199237588,0.8391681627557517,0.866790498319384
TEMAZEPAM,0.8446568820775415,0.8767875396413598,0.8791368857902675,0.874593053776576,0.9030642898639174,0.9072208804723721,5.126093621912543e-22,0.8768871393089922,0.8681791586719287,0.85543494586864,0.8829488467678296,0.903460791197228,0.870908138155316,0.8559557418681538,0.8977615511593285,0.8835855664324834,0.8806205381788367,0.8718226199237588,0.8292310695158156,0.866790498319384
ADINAZOLAM,0.8446568820775415,0.8767875396413598,0.8791368857902675,0.874593053776576,0.9030642898639174,0.8883290173417249,0.8721518453708049,0.8768871393089922,0.8681791586719287,0.85543494586864,0.8829488467678296,0.903460791197228,0.870908138155316,0.8559557418681538,0.8785818072990048,0.8835855664324834,0.8806205381788367,0.8718226199237588,0.8292310695158156,0.866790498319384
HALAZEPAM,0.8446568820775415,0.8767875396413598,0.8791368857902675,0.874593053776576,0.9030642898639174,0.8883290173417249,2.175278712476656e-27,0.8768871393089922,0.8681791586719287,0.85543494586864,0.8829488467678296,0.903460791197228,0.870908138155316,0.8559557418681538,0.8955029423050475,0.8835855664324834,0.8806205381788367,0.8718226199237588,0.8292310695158156,0.866790498319384
DIAZEPAM,0.8446568820775415,0.8767875396413598,0.8791368857902675,0.874593053776576,0.9030642898639174,0.9285543672368464,1.9027291243976945e-43,0.8768871393089922,0.8681791586719287,0.85543494586864,0.8829488467678296,0.903460791197228,0.870908138155316,0.8559557418681538,0.954896313947978,0.8835855664324834,0.8806205381788367,0.8718226199237588,0.8349980117715846,0.866790498319384
OXAZEPAM,0.8446568820775415,0.8767875396413598,0.8791368857902675,0.874593053776576,0.9030642898639174,0.8883290173417249,5.126093621912543e-22,0.8768871393089922,0.8681791586719287,0.85543494586864,0.8829488467678296,0.903460791197228,0.870908138155316,0.8559557418681538,0.8913999263158892,0.8835855664324834,0.8806205381788367,0.8718226199237588,0.831570918697151,0.866790498319384
TRIAZOLAM,0.8446568820775415,0.8767875396413598,0.8791368857902675,0.874593053776576,0.9030642898639174,0.9110017555628369,2.6034673258284287e-36,0.8768871393089922,0.8681791586719287,0.85543494586864,0.8829488467678296,0.903460791197228,0.870908138155316,0.8559557418681538,0.8983335364875954,0.8835855664324834,0.8806205381788367,0.8718226199237588,0.8292310695158156,0.866790498319384
GABOXADOL,0.8446568820775415,0.8767875396413598,0.8791368857902675,0.874593053776576,0.9030642898639174,0.8883290173417249,1.9027291243976945e-43,0.8768871393089922,0.8681791586719287,0.85543494586864,0.8829488467678296,0.903460791197228,0.870908138155316,0.8559557418681538,0.8785818072990048,0.8835855664324834,0.8806205381788367,0.8718226199237588,0.8292310695158156,0.866790498319384
PICROTOXIN,0.8446568820775415,0.8767875396413598,0.8791368857902675,0.874593053776576,0.9030642898639174,0.9146976071337005,1.9027291243976945e-43,0.8768871393089922,0.9008815949968123,0.85543494586864,0.8829488467678296,0.9604902754346484,0.870908138155316,0.8559557418681538,0.8785818072990048,0.8835855664324834,0.9631317833426546,0.8718226199237588,0.8292310695158156,0.866790498319384
TBPS,0.8446568820775415,0.8767875396413598,0.8791368857902675,0.874593053776576,0.9030642898639174,0.8883290173417249,3.239346266256311e-31,0.8768871393089922,0.8681791586719287,0.85543494586864,0.8829488467678296,0.9355701917130701,0.870908138155316,0.8559557418681538,0.8822880768491884,0.8835855664324834,0.9559003145011654,0.8718226199237588,0.8292310695158156,0.866790498319384
BROMAZEPAM,0.8446568820775415,0.8767875396413598,0.8791368857902675,0.874593053776576,0.9030642898639174,0.8883290173417249,2.175278712476656e-27,0.8768871393089922,0.8681791586719287,0.85543494586864,0.8829488467678296,0.903460791197228,0.870908138155316,0.8559557418681538,0.8955029423050475,0.8835855664324834,0.8806205381788367,0.8718226199237588,0.8292310695158156,0.866790498319384
CLOTIAZEPAM,0.8446568820775415,0.8767875396413598,0.8791368857902675,0.874593053776576,0.9030642898639174,0.8883290173417249,0.8721518453708049,0.8768871393089922,0.8681791586719287,0.85543494586864,0.8829488467678296,0.903460791197228,0.870908138155316,0.8559557418681538,0.8785818072990048,0.8835855664324834,0.8806205381788367,0.8718226199237588,0.8292310695158156,0.866790498319384
FLUDIAZEPAM,0.8446568820775415,0.8767875396413598,0.8791368857902675,0.874593053776576,0.9030642898639174,0.8883290173417249,0.8721518453708049,0.8768871393089922,0.8681791586719287,0.85543494586864,0.8829488467678296,0.903460791197228,0.870908138155316,0.8559557418681538,0.8785818072990048,0.8835855664324834,0.8806205381788367,0.8718226199237588,0.8292310695158156,0.866790498319384
