Drug,COADREAD,LUSC,HNSC,STAD,KIRC,UCEC,BRCA,LIHC,CESC,LUAD,ESCA,PRAD,GBM,SKCM,BLCA,LGG,UCS
RAMELTEON,0.5780875006769206,0.7501790207699051,0.767057661452448,0.8591586414768448,0.5723424364931397,0.7843343222614827,0.7293725299438653,0.9034217245428392,0.6823572210162225,0.5415346951025444,0.863345644533855,0.42521372344196157,0.5423451644658142,0.7603339603731709,0.8199331678985071,0.5461285889082956,0.8513472507143602
CERDULATINIB,0.5753131605216111,0.5450806238102166,0.5725008456933349,0.5875329181408742,0.7572882538188263,0.5983245810523697,0.5833715245375853,0.5680734221251419,0.5745812222506481,0.5584141990251288,0.5367913392775855,0.588813232443201,0.5663952046603786,0.5720447750726554,0.5886006456055146,0.5729769185996522,0.5468207592863533
ACETAMINOPHEN,0.5465422666606237,0.522163443072548,0.5614256746262456,0.5535394241500742,0.5343814933677561,1.2915410311619936e-07,0.5303224855967389,1.2941164018373372e-17,0.5391696572597787,0.5258385034664985,0.5554236411608496,0.5420440140321874,0.5385667123302291,0.525046911589137,2.272669440176058e-23,0.5534210015269673,0.5292221049575819
DAPSONE,0.8139949089931403,0.22167583977545063,0.008076220119626948,0.45964473109184867,0.7752286649970421,0.3433602071594764,0.17410442906823947,0.1597562874293944,0.2766891888774017,0.4585193574229926,0.440348169005553,0.7965365968393394,0.41721258193669036,0.11460991252810138,0.2945547033131253,0.5460388880436564,0.2642748053306295
1-DEAZAADENOSINE,0.11268546425400788,0.015110519125624711,0.5143993418528002,0.4144536314673838,0.19177997259216906,0.2691184015244068,0.6049497180900208,0.18399532660494844,0.09778434740544117,0.6258839050533723,0.050602175728381174,0.5963384129483676,0.6313329149002647,0.6244080738401592,0.3366056136848029,0.0538761887474095,0.6606965823678432
CHEMBL385937,0.7940498202035635,0.774074728109315,0.7233231015993774,0.7078963606052635,0.7387465325747333,0.6550749657676639,0.5928897179059659,0.7006746259687908,0.5746037587857666,0.7882102549860228,0.7451338504225418,0.7803821361336536,0.7920553640544749,0.6895302318692875,0.5591265237311049,0.8064964926743401,0.7904449562052059
INDOLE-3-ACETIC ACID,0.8330064676919455,0.7337810899548692,0.6275906126864783,0.764188718976341,0.8278126410298947,0.7877652671676575,0.8591756413266755,0.3660724878074544,0.8556477017536106,0.6065050698294806,0.23608313628078997,0.7776090923366203,0.5853540783640206,0.775697696744477,0.769035065476803,0.8136065502618862,0.8204668722711037
UNII-O6J463N18M,0.5500921706908863,0.47888955775020514,0.7350814726839282,0.5440374108089848,0.8749899035493032,0.5629001776664676,0.547687766912196,0.562388509002207,0.5502488921301428,0.5604549338703168,0.5454175241608216,0.5461545485249859,0.5467097388547197,0.5436650171574543,0.5756937459761531,0.8972471045523186,0.46407860232980175
RO4987655,2.2284024451096366e-23,3.232674757012124e-29,5.3248783614819627e-20,1.6695851245639254e-29,0.5115565086048933,1.3142242859731167e-10,8.280717820606774e-14,5.590234178814267e-07,6.231965939103791e-14,2.8997312300611827e-25,0.5225037259638583,0.0,0.0,2.9732098496811968e-31,3.801152719165811e-17,0.4721262977877185,0.0
CHEMBL207701,0.6535452624863792,0.5571821624291394,0.7926477171972941,0.6943948585098471,0.7499464904399413,0.6199239921089303,0.7963175512652312,0.5809070992607955,0.683060164834132,0.7798110358915262,0.5787088706220975,0.726848764059869,0.7657896012173773,0.6136068376284135,0.8211943141716295,0.8070945634092186,0.7506324371705106
DEXAMETHASONE SODIUM PHOSPHATE,0.8358690000859406,0.8096876177775594,0.5622616244464046,0.5454263344238087,0.2234080065775878,0.9153463232207769,0.5861210241992154,0.8500236761032869,0.46461145102139334,0.4706449182809624,0.7980045436563843,0.8192112412026018,0.8419876312309433,0.5947889236285403,0.867716525631248,0.2056298460145734,0.8301210185779087
MELANOTAN II,0.5337572405139577,0.5296050497699301,0.5410313331866593,0.5484678792457135,0.5330017162336395,0.5572031663734929,0.5325252330994277,0.8282512442895846,0.5392982391696072,0.5204952608448232,0.9309968922989641,0.5261580272315728,0.5304486423761704,0.5308641859857787,0.5489292611120541,0.5405122751776857,0.5469517448503937
LOVASTATIN ACID,1.382997337986679e-19,5.795941639307182e-10,0.0001412215975054897,8.454687174463301e-12,0.5724742181078772,0.0006053875369708294,5.226418189711077e-10,7.593820590301854e-05,5.982736505461217e-07,3.070468599327406e-06,3.617318975813904e-08,3.1082743383081458e-06,0.001707353670377249,0.0004979092553161217,0.01533576899856853,1.4083265315761632e-06,4.1634381944918445e-07
"N-[4-(2-METHYLIMIDAZO[1,2-A]PYRIDIN-3-YL)-2-PYRIMIDINYL]ACETAMIDE",0.5590031368597584,0.4033616957175832,0.3545516253324008,0.5334452593295721,0.7468736426697768,0.2860722154087775,0.4950818586839659,0.5047479766068472,0.5472073378611324,0.43193809684165274,0.5301198447853505,0.5284202808738293,0.7699229509364429,0.5412582574136242,0.18554019916885633,0.6739828397807036,0.737014332041964
BMS-536924,4.991041128808348e-05,0.0005539700553239042,0.0008644703798520923,0.0011621957534351693,7.030131471443261e-06,0.007586019249577385,2.3474000615947796e-05,0.0004607688474186652,9.578534788632006e-05,0.006137755659029125,0.0013352828563772186,0.00043214426045461347,0.0008297249941246461,0.009656559607227192,0.0007227242254378435,6.20362477084158e-05,0.00405705315547023
UNII-FV4G3O3WI2,0.723391202993507,0.7295365128748861,0.6909339358349064,0.36260779596482023,0.7375178858509297,0.61715863647554,0.5460057027075138,0.7408076287957028,0.7162575637408283,0.7689710039588127,0.8186640812145788,0.7887731763439163,0.4965172684209735,0.692226602825805,0.625633213784066,0.7940581471619517,0.8182821787002666
GSK 264220A,0.4215927839658551,0.5042321911456451,0.6273081590379631,0.5151172904949334,0.2602464918000956,0.3653889242169379,0.8307150723748364,0.8521596351152361,0.607698166207827,0.30709184608731255,0.3216525690820623,0.36622526049757015,0.8246669528067254,0.8231874027646905,0.8224435340910976,0.566906239056291,0.4470856704446534
2-CHLOROACETOPHENONE,0.7373160883579012,0.7161840062122979,0.7458249264470849,0.34744636716730104,0.5438989045347042,0.6506123591221814,0.8140664321617925,0.5474557383652501,0.7565511630458173,0.37469141310514037,0.6995061141538246,0.3719776597765956,0.3134935892114452,0.7566878502796173,0.3512943693898074,0.5317158780489754,0.4550194337830005
AZD5363,1.917274519594688e-84,0.0,1.2052994999747893e-46,0.0,5.9185938386559285e-49,1.6084259334729458e-29,1.371527157136618e-69,5.091727062318063e-47,8.083804805066894e-48,1.3313608647658889e-69,1.1517235433382672e-90,0.0,0.0,1.8437820428499126e-46,3.752626336512165e-48,1.0908321720745893e-115,0.0
DROPERIDOL,0.7337965248872642,0.6799607390990294,0.789740721005475,0.5516816678353322,0.864142188443579,0.864137141307386,0.5537472905140776,0.5432763048770394,0.9139684419247833,0.8884223920934818,0.9359671830014547,0.7547003070363829,0.8790555694938402,0.6579687841899764,0.7788061121179177,0.9102204655358401,0.5422278551188665
SARALASIN ACETATE,0.08108699943476216,0.28618769588835913,0.3951568700459974,0.4443430152410183,0.2072519083979643,0.6688267542640788,0.2734730877517686,0.5077695619350838,0.5669223322643198,0.36098675060672997,0.3040337728305741,0.37137368049307207,0.5264480882833257,0.792166795716486,0.7010537801994705,0.5321620651262359,0.3538948636252348
NICARDIPINE HYDROCHLORIDE,0.529218244244894,0.7952765826534787,0.644587504778343,0.28597136014263946,0.3263156178561051,0.8039985421872102,0.6773306218815448,0.5378326477373429,0.5873539765462998,0.6067138089204565,0.7741123437518338,0.36911593518509145,0.2932222685222876,0.5425595375862685,0.7580359055039083,0.7602727011408528,0.5912822709274413
EDROPHONIUM CHLORIDE,0.7513527105874556,0.779667400492724,0.8148524782181943,0.6554983252056363,0.7250309183918422,0.5916316860940839,0.7727536494227913,0.8224208412657623,0.7997441602452187,0.7401069291081279,0.7398374293091365,0.37887527993619946,0.6137095372183803,0.5490211715416486,0.5460242571164692,0.7574623033602326,0.7220805765294196
CITALOPRAM HYDROBROMIDE,0.3693195115750948,0.5315780892482219,0.5296694658140689,0.5169797474658591,0.31170284746222343,0.5333196224764432,0.27382770185483923,0.5403211453507684,0.03490786653094928,0.5317028350190502,0.5202329769721739,0.42035628988391593,0.034113886002645255,0.5521882141302095,0.5118111361360296,0.5071844849841253,0.6707601068126479
APAZIQUONE,0.5162956389716662,0.5092144557410008,0.5234033223183645,0.5104760589892556,0.54192354420323,0.5351347550615743,0.5211121966037017,0.509792873304196,0.5221321043605074,0.5313082563881268,0.5135768174825415,0.5121993433305146,0.48127336731013287,0.5018968053981717,0.500526827753843,0.5411924788085731,0.5028133651887977
THIOCOLCHICOSIDE,0.8588592945984486,0.6025248972567627,0.6484288498618092,0.5354028654454804,0.6269575639023839,0.5501499871557942,0.8289750415865373,0.5485609353491822,0.8349031965178265,0.6513956035256391,0.48065170555586384,0.9171169703163207,0.5307136081465392,0.6996816950017039,0.6543907389769079,0.5400130666776842,0.2742484013327692
MRS-2500,0.7451053263074614,0.6410087556097556,0.7133411299941593,0.8089096650756145,0.5633364930416571,0.6745919248788413,0.6842604626211706,0.7322481062649293,0.6924023027368509,0.5331995441744958,0.800433405563417,0.7687705015206852,0.5668617414007233,0.4457098388050376,0.7292432615662148,0.7757852750670446,0.5582418129416704
"(5R,7R,8S,9S,10R)-7-(HYDROXYMETHYL)-3-PHENYL-1,6-DIOXA-2-AZASPIRO[4.5]DEC-2-ENE-8,9,10-TRIOL",0.514248461320683,0.5354886516536264,0.5359303899905165,0.5115074315319513,0.37416223173088003,0.15029369313112406,0.3813824351659291,0.5386927481826824,0.28814604930423304,0.5383845200713291,0.019893302459099434,0.5377051422100964,0.6001312860367535,0.6204433713541022,0.37670687230700883,0.27988042695826365,0.2738074853096273
SR8278,0.6763158951500442,0.5162233127332756,0.6008858405515543,0.46323734804326233,0.24848266234409078,0.39326329921471137,0.5687727957810579,0.5472027462237798,0.6920399105033512,0.6909529283959347,0.6921387281144991,0.6951385513339615,0.7044324023673835,0.6869352984322841,0.7309731907601701,0.7262232722316085,0.7093113001187712
PD 123319,0.8101111564522514,0.8079066532816136,0.33646164671791845,0.8371189968058275,0.7968901301702496,0.7284511259714334,0.7393972622192799,0.7150501476167179,0.8559163540017898,0.5702893856804343,0.8066016024980361,0.7758558633845907,0.6398065338797384,0.8066171139856773,0.7826131643140175,0.8699174762578343,0.7850315449630211
936833-38-4,0.5240652799214796,0.00233904325022652,0.017999301697039446,0.0625267315171748,9.183304703887105e-14,0.4989588607677343,0.00024925724083915896,0.03289189202494381,0.0013262868642693586,0.010196222349125464,0.016254149570212637,4.2676187418591656e-10,0.5083350171526451,0.5299085288435496,0.01829209575893208,0.010474984138009057,0.006589599238783947
O-PHOSPHO-L-TYROSINE,0.45302378541068444,0.527774182913038,0.5336996418615553,0.31660271443292554,0.6979261565504534,0.17362674555095636,0.5554130917262686,0.7085772169329231,0.5160012582421442,0.6142262882607551,0.5755706742792953,0.19887789042689563,0.15660827226584223,0.0,0.5304669866299977,0.43479195014329686,0.4576274765243731
AMD-070,0.5401172671108011,0.6823429947814068,0.6399164149515212,0.7415510993480192,0.18316175027038822,0.30720665562529714,0.538283014921993,0.6729494989543374,0.7173502511984986,0.6954626136802151,0.8374332711108641,0.5102252677760564,0.8361151251283792,0.6759108176300282,0.6572951726601739,0.4682968398364245,0.6689080129819893
SUBSTANCE P,0.8120516428202786,0.6302884181448825,0.6089344247944808,0.8496417700424108,0.717937051004753,0.5478157575370722,0.8317261137397662,0.4764630767298334,0.7231561414816077,0.820419541855252,0.5500325736141227,0.5990672168817128,0.5378251654214219,0.4779659519283771,0.5359599753758646,0.5428338514598714,0.7441949208095127
CHLOROPICRIN,0.7373160883579012,0.7161840062122979,0.7458249264470849,0.34744636716730104,0.5438989045347042,0.6506123591221814,0.8140664321617925,0.5474557383652501,0.7565511630458173,0.37469141310514037,0.6995061141538246,0.3719776597765956,0.3134935892114452,0.7566878502796173,0.3512943693898074,0.5317158780489754,0.4550194337830005
CHEMBL489514,0.5641579556923286,0.6083123467124901,0.28997984237628605,0.5959841320256563,0.5103644739030802,0.6942944152911046,0.45335593870431784,0.6341339502822656,0.4605128452785633,0.40607990355375656,0.5709881221174905,0.5583135785111472,0.3142888895769333,0.6337762402876088,0.6733421520681959,0.37196924025497613,0.5665054723680596
N-OMEGA-PROPYL-L-ARGININE,0.5451808600355267,0.7246649691207312,0.7549491188500815,0.7962008700649568,0.6726531777258014,0.5324675141856935,0.7367255446130672,0.8071783818214958,0.6218843734400318,0.712047662095519,0.6901578314125925,0.7121327344351167,0.4898645637034075,0.7509219689656479,0.5383851311501345,0.5837076791886173,0.713332824382585
VEL-0230,0.18764600141377336,0.1635847795037304,0.24406496545653578,0.5338035389305688,0.49541527497739535,0.3627290902169181,0.511013602918381,0.11092506140876024,0.5225972706412672,0.02646744562333564,0.5313707670261376,0.17611889433769262,0.08671282344093612,0.03123751210461566,0.008086153348123706,0.5260172133736577,0.2712440167695779
141400-58-0,0.00017741449784586876,0.003541590852800048,0.008760701816800939,0.0038675783086841715,3.548058426529571e-05,0.0006911728661774798,4.020461533061517e-05,0.0012670666878164148,0.001387631285121409,1.7711033550963344e-07,0.0025293722784084666,0.05499434442742446,5.237986482310651e-07,0.00440789757518174,0.00010882365949270525,2.7403753558484273e-06,0.000128332480018031
CLOPROSTENOL,0.6061785263163189,0.8727911908404906,0.928735290120402,0.790946017194911,0.7930403602693481,0.7936369346774825,0.9371413546356607,0.7479627158731689,0.5456807022668441,0.5436656916159567,0.7026390229032037,0.6583540334686322,0.8678923671759632,0.4765950325240334,0.5587421277757556,0.7000299713690495,0.8607306985620589
CHEMBL494072,0.026309187844965075,0.5047143831322608,0.4902906365464969,0.5047148763719671,0.061897799986446615,0.5028881992237058,0.0236716464334692,0.5402438314963814,0.15464685867566796,0.5352660412827399,0.5284782586635123,0.017362923475472872,0.06537250848094465,0.5482263985794417,0.48369618822150223,0.4981613621750076,4.0092940656762376e-14
SOTRASTAURIN ACETATE,0.9053948766781541,0.7778951094684695,0.7630183765668808,0.5248018762738582,0.8632263597775205,0.7807038094778951,0.8281661411268765,0.7725629330629792,0.7630245156974055,0.8165043862722925,0.6345807244445627,0.8700058210601787,0.7413854884365921,0.8609893716770047,0.5539878877666546,0.589914695102955,0.8504225888443989
PF-2545920,0.5211783717048499,0.46350373389019117,0.7512141518685523,0.7310740220440889,0.10451270554399894,0.07134617980858006,0.09009751302563213,0.339805317112441,0.08697857206167503,0.3495014985901501,0.6474577249178545,0.6394491757479907,0.6696383688252017,0.3854629600984808,0.479989746007161,0.42082575164252156,0.019148367527971
CORTICOTROPIN,0.5847156580471239,0.5715490793161757,0.5859160224133355,0.590474312375757,0.560991850458587,0.5959407905704998,0.569377823210628,0.5875807550986167,0.5740247360105422,0.5833528535998497,0.5727653478981531,0.5515393168099837,0.5618617858400056,0.58865955231814,0.5784048447824341,0.5901011758356095,0.5616091555803816
AZD6280,0.5351258034886481,0.553512340508864,0.7651118885225248,0.16102522980781503,0.3902534726824448,0.5561844353315514,0.7529537980104914,0.5039529704061373,0.8468348425515606,0.47837106986689576,0.5656405252656174,0.787799361605675,0.8022833459990231,0.6207915351726033,0.8101903503801281,0.8145991596329623,0.7986724512567547
IFOSFAMIDE,0.0,5.259288027617695e-22,3.0947583807257117e-07,7.500307067544226e-16,5.92655803489205e-34,3.022383322048756e-07,7.334065750966414e-18,9.554020972359674e-11,2.515464621895216e-22,0.0,0.0,1.606217415186352e-15,5.155121631742158e-39,1.81681475964014e-08,3.4450845703623777e-28,1.1927577611847377e-16,5.248451750038458e-39
RS-127445,0.16408412561489072,0.7427227294268373,0.5398493247974239,0.5312330749074332,0.605895459481407,0.5350190079933808,0.5371529225701945,0.5353179435303556,0.6070528257029776,0.5450480677907793,0.5283779155904341,0.6313052534972775,0.7067138584302193,0.620041991024491,0.5394969678453162,0.11259717565877442,0.5225703204330736
HEXOCYCLIUM,0.6412495302048582,0.5559442522415884,0.5547343766480997,0.5325223066998218,0.5485466433275106,0.5127287602771695,0.5614366281990292,0.1078152245314783,0.6825400932055896,0.38663616138319656,0.6261956878860768,0.09559567962984533,0.5205677701049474,0.035647417654347764,0.6617521341157239,0.35712654663181187,0.7146262523548647
NS3763,0.5590083435003866,0.7866879013804877,0.7982391757519625,0.538024977404927,0.802033841653212,0.6145765229149943,0.836947030807556,0.8209850465415737,0.5449172587635106,0.7673145030549708,0.545936265102964,0.6138202497960603,0.8075942453432488,0.5554234693022688,0.8440108599952619,0.7694040078106666,0.7980941526028633
ALPELISIB,6.567977803459456e-48,4.711337487159144e-52,4.9542797986418236e-17,9.198128284709235e-18,4.474997348368882e-33,9.959339084235736e-23,1.556996593079073e-35,6.368704672009794e-11,5.815227445246116e-28,1.8367849780107613e-17,3.838928581914188e-23,1.2701011468263666e-81,3.886761162861349e-288,1.72017582776601e-20,1.1067534665083724e-23,3.321773724725566e-33,3.7149643941835854e-115
CHEMBL2377621,0.2891824007141563,0.5916984617208526,0.6670349865314318,0.2322448138352151,0.6983886847915454,0.6371824966104146,0.8048533802650331,0.6369728652444981,0.5827480993393903,0.72533161042809,0.7211116944744418,0.7595504390601553,0.7189426409335087,0.7461716904577406,0.5334482426875649,0.5666310776888975,0.7351692447364784
SWAINSONINE,0.32109159243462854,0.015316630901320178,0.264686527589969,0.039147469609581625,0.0036231478411346643,0.656617913936157,0.09192323441543548,0.3566824013976224,0.44381980743671173,0.11920436274423502,0.7301734345433352,0.26364039681357004,0.5212945052931763,0.0070802030388936905,0.3661438290049479,0.5227870816192302,0.19601387269510062
ITOPRIDE,0.8360284267041143,0.5563382809830766,0.5593808959920056,0.5401018240920497,0.8442777033929845,0.6477380542459978,0.7807390240062809,0.8967325523661088,0.8939714632692565,0.8029053996040418,0.8929740592906039,0.48262956775108623,0.7335272552944172,0.4772322082812583,0.5429296685032621,0.8889220573832373,0.7686727626146295
TRIBUTYRIN,0.5459316992683829,0.36353778535312387,0.38800238625143246,0.5619129788478593,0.583684311181337,0.447479511495463,0.5370838500685182,0.5429603719938773,0.5259502691390626,0.542262080387387,0.5363628457750081,0.05615680136782118,0.5360558897333236,0.5457195422473705,0.18596496198563162,0.5317894442765934,0.5429082463793702
18-HYDROXYASCOMYCIN,0.8160055219473465,0.5002167873901987,0.8794148669803519,0.8448499921226134,0.7576253875477161,0.6303011585839988,0.8339624876066534,0.7452478573211914,0.822715165166648,0.7913626555166334,0.7797710348308899,0.770596231256206,0.3586973969299978,0.8260714018827205,0.8478256018775757,0.5419202661900812,0.1594113622064594
CHEMBL460962,0.699373080333781,0.5378543872481674,0.5395448347892849,0.7084869031926477,0.6706227172071999,0.5501814046877296,0.7113719748944995,0.5419769401673113,0.537872070187656,0.6654998428292159,0.5417173077507169,0.6495787578548194,0.49711870857577056,0.5292746709597623,0.5341177023208585,0.5227324505237544,0.6609006622893475
L-PROLINE,0.5857234183705995,0.5941562677051632,0.6190979867374411,0.5646757755720011,0.5513177349805016,0.6182462476952207,0.5792769550167978,0.5708286216283435,0.6031517616333821,0.5615803270475388,0.582150799781796,0.5602591603710034,0.5496744247092656,0.5832020644812493,0.6353884999734221,0.5658653186251308,0.5586926328917575
"[3H]MCH (HUMAN, MOUSE, RAT)",0.4222765790676207,0.5610652535368157,0.5362194123231865,0.6599523207660799,0.6318330052540035,0.5263462472000553,0.6374171799596078,0.5396676979286495,0.556821003440453,0.5424716359121489,0.5363618131253312,0.3567781087419175,0.17035026334238168,0.6062397015267236,0.5398878435291401,0.6684991609012075,0.6464353891101128
AZD1480,0.5694426409483725,0.5413394995536894,0.7626335404895186,0.5603522985139814,0.6240729911934725,0.5805427874000636,0.5407928031197027,0.5574228117306259,0.5479131195254033,0.5564409717028964,0.540847733143178,0.5385999062204663,0.5402456113541255,0.5606045140623951,0.5793648223425203,0.5600844889796044,0.5401082557811175
VERLUKAST,0.12724557905801903,0.23954675402929848,0.02356404514588448,0.009819880425928778,0.753965868970324,0.49417018496355797,0.6501900236757499,0.8489936235526198,0.2795843095766608,0.7847323922341682,0.0547012496276257,0.4344600716480026,0.7759561102819998,0.7906865739922864,0.6937358234135351,0.5249653791346006,0.4513910111679113
PIMONIDAZOLE,0.4988508200936929,0.5132909007270665,0.5163061229605576,0.5131697542835297,0.5097997908598402,0.532317064736746,0.50826681352621,0.5268573857612563,0.511005541770307,0.5365648826388891,0.5261202496699774,0.5159705914277157,0.5121694354160534,0.4488157014919184,0.5076781976171405,0.5265192755275077,0.516532754610161
DOLASTATIN 10,0.1142261376269812,0.10659309408638867,0.11076408092268814,0.08723953807736362,0.5184186742512852,0.501137203186953,0.21500116369451933,0.11116794225408955,0.17341048249707658,0.5238392557795669,0.28615754481447475,0.11588923919917005,0.06271808870939607,0.49142802808807,0.49334294862790035,0.10321260760165851,0.04249969620465943
SAXAGLIPTIN HYDROCHLORIDE,0.6805578133956749,0.6478651249622178,0.7298275167579558,0.5401271935407351,0.538851283492097,0.7531013152672701,0.6445394094384255,0.8507941980447719,0.6930244236011929,0.7596765614846274,0.7773937254390125,0.5954033004251802,0.20174021162741573,0.6966565006434415,0.6340698138901724,0.6744671738288378,0.5817207487293595
"2,2,2-TRIFLUOROETHANOL",0.4588811341255708,0.0,0.0,0.7699902535018267,0.19257204090642682,0.8493655907780313,0.6447997630052372,0.6409215471220977,0.758222124293439,0.6971113921943194,0.3204866043436912,0.0,0.7534960256185859,0.0,0.0,0.7871067226361207,0.7250358917760228
DESMETHYLASTEMIZOLE,0.5862770807121588,0.5955974786369441,0.7790643080396125,0.6226726738039046,0.686665652849948,0.7309925733205849,0.5060344234231138,0.6519497051260154,0.5246421184442377,0.5759686290828628,0.487568958272086,0.7504525734299361,0.5289691693777818,0.7798139896742602,0.5417229701272906,0.6437967308913988,0.5382229662156691
MOLINDONE HYDROCHLORIDE,0.1736864814335886,0.6660782775999627,0.7615517239375282,0.5360456649972871,0.8372152199323399,0.6050165373609159,0.5410212490031395,0.5352357813789985,0.8732268533389799,0.8094745105742049,0.8446097634922864,0.5838042342933835,0.5653360133610308,0.17185836571270252,0.6641988177118163,0.5671740790987152,0.5313340196458367
CGS 21680,0.561743410435881,0.7454502808969049,0.5558702550508298,0.5641580469319775,0.7172468543964952,0.7646638410003219,0.25025468755941044,0.46867035332716295,0.6165758938519067,0.30952332714965153,0.7271224839271367,0.5601872797324615,0.3086681662890474,0.8178646292170424,0.7365914882338931,0.5619261527240683,0.5972439448621772
"5,6-DIHYDROXYINDOLE",0.019092743889200143,0.3412740352710577,0.42927624923049945,0.7205164225609666,0.2525832536629655,0.5179345696660214,0.6747988779808699,0.18514864102067125,0.35867759809017374,0.3468326107687557,0.19107692887071814,0.6684249140054281,0.533812897538532,0.6715480902391774,0.49305641435093683,0.431173594200882,0.6639794880957078
PIFITHRIN-ALPHA,0.5342556685872019,0.5236835313146563,0.5405829870092962,0.316562988939034,0.36520218579590435,0.5393240077513377,0.5497224145517394,0.568416030764161,0.5278200638012769,0.5395505174855564,0.276249752635787,0.19245159257080086,0.542194477199551,0.5518899509651846,1.156587868679473e-12,0.5308149685072924,0.5370148796386778
GRAPIPRANT,0.5196254680924294,0.7157901852879149,0.534508720341197,0.5248775921447582,0.6934349939520899,0.3176104133232775,0.4041686806253767,0.018381978473461815,0.3669241243795954,0.299101334309929,0.7219322511008208,0.7330575398969501,0.7275736666284527,0.16602547634561748,0.5279328010499053,0.5516396576636083,0.02591637002688708
GLUTATHIONE,0.6141860060001076,0.5802404250994688,0.5927931824099356,0.5975044833308989,0.5884365179266562,0.6142816493832937,0.6076523379242621,0.6139047918726043,0.5923512932569999,0.6025281095963533,0.5806236032671117,0.5723482978976918,0.5853641780792906,0.5580575450141726,0.6342793970824855,0.5964995760405807,0.5892637333524908
CORDYCEPIN,0.8269617012709116,0.834544951248342,0.5541261191597067,0.5427393291070418,0.7990097814861593,0.7438574045417516,0.9207040837628706,0.7476691314783661,0.8565573668333839,0.7034470666295118,0.8453494107882847,0.868649838166939,0.48671999749049644,0.7828380668949513,0.8049358011649956,0.6678946618041768,0.856083742734226
396129-53-6,0.03579038948142107,0.8341890487076329,4.015630773193632e-05,0.17700756786356003,0.7840949923465736,0.8113736982438813,0.6545162871110393,0.8660133609804157,8.800147091490189e-11,0.7741910626056142,0.15825941985893843,0.7395824477900164,0.51515701064901,0.9156988403284712,0.5601281505123552,0.290035922886405,0.3826098924760996
TENOCYCLIDINE,0.5525963648474632,0.5236540081329156,0.5454776450418166,0.5301420754087658,0.6553778926803899,0.5556701626745914,0.5774372289717916,0.5483822861914025,0.5499403793553717,0.5336539402910592,0.12012950428622299,0.7262301692526879,0.5360696826351488,0.5468311491069386,0.5330743283811893,0.7435885513683481,0.5459554799933407
ACETALDEHYDE,0.7373160883579012,0.7161840062122979,0.7458249264470849,0.34744636716730104,0.5438989045347042,0.6506123591221814,0.8140664321617925,0.5474557383652501,0.7565511630458173,0.37469141310514037,0.6995061141538246,0.3719776597765956,0.3134935892114452,0.7566878502796173,0.3512943693898074,0.5317158780489754,0.4550194337830005
SAMIDORPHAN,0.4170633041391476,0.6015115336665051,0.7958841434318855,0.5585720382972055,0.40267312626307045,0.45773115912712337,0.6309059337327676,0.6826478393615901,0.5354895832730963,0.7515688490609447,0.496092041419157,0.3697372079769446,0.7718173081217548,0.7476983146208231,0.5507103658171335,0.5388168476952804,0.49416444204905147
4-(2-AMINOETHYL)-2-CYCLOHEXYLPHENOL,0.30339732625493043,0.6698418061319782,0.5413297693609519,0.11919293465989922,0.5893899186553391,0.5498745862302714,0.7180173862821625,0.5464585240292839,0.49549524936775635,0.5456297722084936,0.5327415385422004,0.29305015406283774,0.6589734742778887,0.6843035266168034,0.5554431458065787,0.6958236284407792,0.6151680002476592
CARISOPRODOL,0.8547674253976607,0.8172063550722904,0.5766147898768713,0.9085387617197052,0.13682935159266008,0.9281373287988874,0.8698564273816407,0.7847722677217095,0.8654257488515796,0.5900158728270817,0.828857330797423,0.8366270282724053,0.8568707198707547,0.8251392068987891,0.6161928447550551,0.8564500474517392,0.509813930192308
LGD2941,0.5586495621208809,0.8236079843741382,0.8496220354974942,0.5272680896246408,0.8074700718435466,0.5385834186571293,0.5399338243151358,0.5295305228548506,0.6564482772773239,0.5135533523478533,0.8196065901977581,0.7830960858081341,0.7965520700261063,0.5466055280755201,0.754045317638443,0.8144382702296988,0.5290083258322148
96020-91-6,0.6484123682472132,0.6096060551923923,0.5089079175745418,0.48516371559943017,0.20416139756915347,0.5733754226794514,0.5268078570480363,0.19621794257536623,0.6099377113781232,0.5538863091321883,0.6637194895945773,0.6132105791285667,0.21970227419704907,0.6143443074420338,0.5317072084037511,0.418013610900715,0.5506579026658058
MIROGABALIN BESYLATE,0.591940038038121,0.8020725297536513,0.724595469050771,0.7127320629191665,0.7822647396976816,0.6763586211855689,0.7458709670813504,0.7094662509948461,0.8291129000229525,0.6313233986346807,0.7739659726776624,0.7692054778819757,0.8124567635494834,0.813991163765563,0.7940019309639152,0.8337571733362577,0.781602587222058
VORUCICLIB,7.770693876986413e-34,0.011533804739639891,1.7957780329148957e-06,7.622436087856134e-05,0.0002534620371245658,0.45132215840045464,3.0584168790788025e-09,0.43421985917642275,1.0495065580353843e-08,0.0,0.0021131283712434814,0.0,3.8502059431056734e-57,0.0,0.45421176845772726,3.413745894619055e-11,1.9924232937751915e-09
TECADENOSON,0.7398511350467609,0.6328638928955574,0.7877345477347049,0.7796914352824235,0.658532730272574,0.7251559922992785,0.5179120922146115,0.7894464967715171,0.7924530334005853,0.5473766551884224,0.694971677039641,0.6924991397736099,0.7472380549671594,0.7723667671284906,0.6975807478053686,0.7623569781186148,0.6841780751698496
